loan_id,loan_date,account_date,loan_amount,loan_duration,account_age_at_loan_months,client_age_at_loan_years,card_type,has_card,district_name_region,district_inhabitants,district_urban_ratio,district_avg_salary,district_unemployment_rate,district_enterpreneurs_per_thousand_inhabitants,district_crimes_per_thousand_inhabitants,loan_salary_ratio,bad_payer
6306,1994-12-20,1993-03-29,36684,12,20,16,no card,0,Tachov (west Bohemia),51313,59.2,8930,4.2,108,28.2969,0.34232923,0
6309,1996-11-11,1995-05-08,110136,24,18,38,no card,0,Hl.m. Praha (Prague),1204953,100.0,12541,0.43,167,82.2497,0.36591978,0
6310,1997-06-17,1996-11-01,34572,12,7,20,no card,0,Hl.m. Praha (Prague),1204953,100.0,12541,0.43,167,82.2497,0.2297265,0
6312,1998-05-17,1996-07-27,10944,36,21,46,no card,0,Chomutov (north Bohemia),125236,87.7,9675,7.68,100,41.4418,0.03142119,0
6313,1997-06-15,1996-07-17,150912,36,10,21,no card,0,Svitavy (east Bohemia),102609,52.0,8187,5.45,94,20.7974,0.51203127,0
6315,1995-02-06,1994-02-08,43164,12,11,19,no card,0,Trebic (south Moravia),117897,53.8,8814,5.74,107,17.4644,0.40810075,0
6316,1994-05-26,1993-01-26,76908,12,16,48,no card,0,Pribram (central Bohemia),107870,58.0,8754,4.31,137,35.858,0.73212246,1
6320,1998-04-28,1996-07-23,104964,12,21,31,no card,0,Kutna Hora (central Bohemia),77963,51.5,8546,4.02,126,40.019,1.02351978,0
6321,1998-10-08,1997-09-13,38496,12,12,34,classic,1,Melnik (central Bohemia),94725,63.4,9920,2.87,130,51.1586,0.3233871,0
6322,1997-05-06,1996-12-18,76992,24,4,31,no card,0,Ostrava - mesto (north Moravia),323870,100.0,10673,5.44,100,56.6493,0.30057154,0
6336,1994-03-31,1993-03-05,212400,36,12,27,no card,0,Louny (north Bohemia),85852,59.8,8965,8.23,104,32.8705,0.65811489,0
6338,1997-08-24,1996-10-20,390660,60,10,19,no card,0,Hl.m. Praha (Prague),1204953,100.0,12541,0.43,167,82.2497,0.5191771,0
6342,1995-11-12,1995-03-27,60156,36,7,19,no card,0,Jindrichuv Hradec (south Bohemia),93931,56.9,8427,1.54,107,20.366,0.19829121,1
6346,1997-05-22,1995-07-08,100260,60,22,29,no card,0,Hl.m. Praha (Prague),1204953,100.0,12541,0.43,167,82.2497,0.13324296,0
6350,1997-07-09,1996-01-03,294384,48,18,30,no card,0,Brno - mesto (south Moravia),387570,100.0,9897,1.96,140,48.239,0.61968273,0
6353,1997-12-25,1996-02-10,116496,24,22,39,no card,0,Trebic (south Moravia),117897,53.8,8814,5.74,107,17.4644,0.55071477,0
6354,1996-10-23,1996-06-25,22968,36,3,46,no card,0,Jindrichuv Hradec (south Bohemia),93931,56.9,8427,1.54,107,20.366,0.07570903,0
6355,1997-09-24,1996-06-08,127200,48,15,32,no card,0,Jablonec n. Nisou (north Bohemia),88768,80.5,8867,1.21,130,40.7805,0.29886095,0
6356,1993-12-08,1993-03-15,95400,36,8,22,no card,0,Semily (east Bohemia),75685,60.8,8208,2.26,155,28.0505,0.32285575,0
6357,1998-07-12,1996-12-28,64860,60,18,18,no card,0,Louny (north Bohemia),85852,59.8,8965,8.23,104,32.8705,0.12058003,0
6358,1995-01-14,1993-09-15,137880,60,15,31,no card,0,Rychnov nad Kneznou (east Bohemia),78955,59.0,9060,2.44,124,21.7466,0.25364238,1
6362,1995-10-31,1994-07-28,37908,12,15,19,no card,0,Uherske Hradiste (south Moravia),145688,40.7,8544,1.86,109,19.9467,0.36973315,0
6377,1997-03-17,1996-05-11,17184,12,10,52,no card,0,Hl.m. Praha (Prague),1204953,100.0,12541,0.43,167,82.2497,0.11418547,0
6386,1997-04-30,1995-08-19,124344,36,20,17,no card,0,Hradec Kralove (east Bohemia),161854,76.3,9425,2.5,125,24.0402,0.36647215,0
6399,1997-12-21,1996-10-22,49320,36,13,31,no card,0,Prostejov (south Moravia),110643,51.9,8441,4.48,115,20.3538,0.16230304,0
6402,1998-12-06,1997-05-12,139488,24,18,29,no card,0,Beroun (central Bohemia),75232,41.7,8980,2.21,111,37.391,0.64721604,0
6403,1995-12-05,1994-06-01,194880,48,18,15,no card,0,Ostrava - mesto (north Moravia),323870,100.0,10673,5.44,100,56.6493,0.38039914,0
6407,1994-05-26,1993-09-08,25944,24,8,34,no card,0,Usti nad Labem (north Bohemia),118650,85.6,9832,4.48,114,46.1104,0.10994711,0
6415,1997-02-12,1996-10-12,475680,48,4,30,no card,0,Liberec (north Bohemia),159617,85.2,9198,4.28,131,38.417,1.07740813,0
6421,1996-07-25,1995-07-27,96768,36,11,28,no card,0,Louny (north Bohemia),85852,59.8,8965,8.23,104,32.8705,0.29983268,0
6435,1997-06-16,1996-12-26,288720,48,5,54,no card,0,Trutnov (east Bohemia),121947,70.5,8541,2.97,131,31.4809,0.70425009,0
6436,1998-05-22,1997-10-12,495180,60,7,18,no card,0,Jesenik (north Moravia),42821,48.4,8173,7.01,124,31.7134,1.00978833,0
6437,1997-11-09,1997-07-17,63972,36,3,50,no card,0,Brno - venkov (south Moravia),157042,33.9,8743,2.43,111,24.7959,0.20324831,1
6442,1998-02-08,1996-09-06,194160,48,17,52,no card,0,Hodonin (south Moravia),161954,48.0,8720,4.5,116,22.5434,0.46387615,0
6450,1998-06-10,1996-08-20,234336,48,21,26,no card,0,Hl.m. Praha (Prague),1204953,100.0,12541,0.43,167,82.2497,0.38928315,0
6456,1993-12-09,1993-04-14,47016,12,7,35,no card,0,Zlin (south Moravia),197099,74.7,9624,2.31,145,21.6389,0.40710723,0
6460,1994-11-06,1993-09-17,48672,36,13,46,no card,0,Hl.m. Praha (Prague),1204953,100.0,12541,0.43,167,82.2497,0.1078064,0
6461,1996-09-19,1995-04-09,74124,36,17,57,no card,0,Pribram (central Bohemia),107870,58.0,8754,4.31,137,35.858,0.23520676,0
6464,1998-04-16,1997-09-11,49488,24,7,56,classic,1,Novy Jicin (north Moravia),161227,69.7,8678,5.57,102,28.5002,0.23761235,0
6468,1997-11-30,1996-12-07,203940,60,11,43,no card,0,Hl.m. Praha (Prague),1204953,100.0,12541,0.43,167,82.2497,0.27103102,0
6469,1998-11-17,1997-06-12,99744,24,17,27,no card,0,Melnik (central Bohemia),94725,63.4,9920,2.87,130,51.1586,0.41895161,0
6470,1998-05-17,1996-07-02,49872,12,22,31,no card,0,Vsetin (north Moravia),148545,53.5,8909,5.56,113,24.1678,0.46649456,0
6471,1996-08-04,1995-06-19,155640,24,13,53,no card,0,Kolin (central Bohemia),95616,51.4,9307,4.43,118,31.7938,0.69678736,0
6474,1995-06-06,1993-09-06,63360,60,21,39,no card,0,Semily (east Bohemia),75685,60.8,8208,2.26,155,28.0505,0.12865497,0
6486,1998-01-15,1996-04-23,152160,60,20,49,no card,0,Pelhrimov (south Bohemia),74062,61.4,8114,2.62,119,15.9461,0.31254622,0
6490,1997-02-10,1996-08-30,73260,60,5,56,no card,0,Karvina (north Moravia),285387,89.9,10177,7.75,81,35.4186,0.11997642,0
6495,1998-03-12,1997-09-28,49044,12,5,44,no card,0,Praha - zapad (central Bohemia),75637,36.5,9622,0.59,154,46.6571,0.42475577,0
6499,1994-01-05,1993-02-26,80952,24,10,48,no card,0,Hl.m. Praha (Prague),1204953,100.0,12541,0.43,167,82.2497,0.26895782,0
6501,1996-04-29,1995-04-07,30276,12,12,57,no card,0,Tabor (south Bohemia),103347,67.0,9104,2.07,123,22.7776,0.27713093,1
6502,1997-12-08,1996-07-28,30276,12,16,35,no card,0,Frydek - Mistek (north Moravia),228848,57.2,9893,4.72,96,25.7245,0.25502881,0
6508,1998-04-19,1997-08-08,110736,48,8,58,no card,0,Prachatice (south Bohemia),51428,52.7,8402,3.98,120,21.3697,0.27457748,0
6509,1994-03-15,1993-03-18,55368,24,11,54,no card,0,Zlin (south Moravia),197099,74.7,9624,2.31,145,21.6389,0.23971322,0
6512,1994-05-26,1993-04-19,63312,48,13,38,no card,0,Kladno (central Bohemia),149893,67.4,9753,5.05,109,39.308,0.13524044,0
6520,1994-03-16,1993-07-28,91200,24,7,38,no card,0,Most (north Bohemia),119895,89.9,10446,9.4,90,39.5596,0.36377561,0
6526,1995-01-03,1994-08-29,288468,36,4,36,no card,0,Vyskov (south Moravia),86513,50.5,8288,4.52,110,16.8761,0.9668195,0
6534,1997-10-19,1996-05-16,590820,60,17,30,no card,0,Brno - mesto (south Moravia),387570,100.0,9897,1.96,140,48.239,0.99494796,0
6535,1995-11-02,1994-09-03,41952,12,13,22,no card,0,Hradec Kralove (east Bohemia),161854,76.3,9425,2.5,125,24.0402,0.37092838,0
6539,1998-07-11,1997-05-24,12792,12,13,24,no card,0,Breclav (south Moravia),124605,46.0,8772,4.98,126,25.3441,0.12152303,0
6540,1995-12-31,1995-01-17,309600,48,11,20,no card,0,Olomouc (north Moravia),226122,62.6,8994,4.79,110,40.7214,0.71714476,0
6541,1997-08-17,1996-04-02,153504,48,16,21,no card,0,Kromeriz (south Moravia),108871,62.1,8444,3.47,106,21.1718,0.37873046,0
6544,1997-12-11,1996-02-16,130464,48,21,23,no card,0,Jindrichuv Hradec (south Bohemia),93931,56.9,8427,1.54,107,20.366,0.32253471,0
6545,1995-12-12,1995-03-15,191880,60,8,46,no card,0,Tabor (south Bohemia),103347,67.0,9104,2.07,123,22.7776,0.35127417,0
6546,1995-03-27,1993-09-05,31728,24,18,44,no card,0,Hl.m. Praha (Prague),1204953,100.0,12541,0.43,167,82.2497,0.10541424,0
6550,1996-05-18,1995-02-08,320592,48,15,25,classic,1,Uherske Hradiste (south Moravia),145688,40.7,8544,1.86,109,19.9467,0.78171816,0
6552,1998-01-08,1996-09-22,170448,48,15,54,no card,0,Frydek - Mistek (north Moravia),228848,57.2,9893,4.72,96,25.7245,0.35894067,0
6553,1998-01-26,1996-10-08,42384,12,15,56,no card,0,Teplice (north Bohemia),128118,85.3,9317,7.07,97,53.6381,0.37909198,0
6554,1997-01-29,1996-08-19,390096,48,5,18,no card,0,Nachod (east Bohemia),112709,73.5,8369,2.31,117,23.228,0.97108376,0
6562,1997-03-21,1996-07-21,94488,24,8,38,no card,0,Hl.m. Praha (Prague),1204953,100.0,12541,0.43,167,82.2497,0.31393031,0
6568,1998-02-25,1996-05-25,220440,60,21,42,no card,0,Svitavy (east Bohemia),102609,52.0,8187,5.45,94,20.7974,0.44876023,0
6569,1998-05-28,1997-07-03,45456,12,10,51,no card,0,Rakovnik (central Bohemia),53921,41.3,8598,3.26,123,34.7731,0.44056757,0
6571,1998-05-12,1996-07-08,140064,24,22,47,no card,0,Prachatice (south Bohemia),51428,52.7,8402,3.98,120,21.3697,0.69459652,0
6574,1997-12-20,1996-11-29,77544,36,12,55,no card,0,Benesov (central Bohemia),88884,46.7,8507,1.85,132,30.0842,0.25320324,0
6577,1994-03-11,1993-02-08,51696,24,13,26,classic,1,Ostrava - mesto (north Moravia),323870,100.0,10673,5.44,100,56.6493,0.20181767,0
6578,1995-12-11,1994-07-10,27984,12,17,46,no card,0,Usti nad Orlici (east Bohemia),139012,61.9,8363,3.49,108,20.135,0.2788473,0
6580,1994-05-22,1993-10-03,196080,48,7,35,no card,0,Cheb (west Bohemia),87419,85.5,8624,2.66,102,36.5824,0.47367811,0
6585,1996-10-29,1995-01-05,372120,60,21,51,no card,0,Zlin (south Moravia),197099,74.7,9624,2.31,145,21.6389,0.64443059,0
6589,1996-01-01,1995-04-09,189696,24,8,50,no card,0,Prachatice (south Bohemia),51428,52.7,8402,3.98,120,21.3697,0.9407284,0
6591,1995-02-02,1993-08-01,20832,48,18,46,no card,0,Louny (north Bohemia),85852,59.8,8965,8.23,104,32.8705,0.04841049,0
6594,1994-09-28,1994-05-17,189696,24,4,24,no card,0,Prostejov (south Moravia),110643,51.9,8441,4.48,115,20.3538,0.93638195,1
6596,1994-06-25,1993-11-26,91584,24,6,42,no card,0,Hl.m. Praha (Prague),1204953,100.0,12541,0.43,167,82.2497,0.30428196,0
6598,1995-01-18,1993-08-04,68112,12,17,17,no card,0,Prerov (north Moravia),138032,64.6,8819,5.66,99,32.6374,0.64361039,0
6599,1996-11-19,1995-03-14,72120,12,20,44,no card,0,Usti nad Orlici (east Bohemia),139012,61.9,8363,3.49,108,20.135,0.71864164,0
6600,1995-10-08,1995-04-22,21852,36,5,40,no card,0,Chomutov (north Bohemia),125236,87.7,9675,7.68,100,41.4418,0.06273902,0
6605,1997-10-14,1996-03-26,79344,48,18,46,no card,0,Cheb (west Bohemia),87419,85.5,8624,2.66,102,36.5824,0.1916744,0
6607,1997-10-21,1996-04-09,153144,36,18,28,classic,1,Plzen - jih (west Bohemia),67298,43.8,8561,1.29,110,16.7464,0.49690457,0
6612,1997-08-31,1996-07-27,97392,12,13,37,no card,0,Karvina (north Moravia),285387,89.9,10177,7.75,81,35.4186,0.79748452,0
6613,1996-09-22,1996-06-09,84120,24,3,46,no card,0,Jesenik (north Moravia),42821,48.4,8173,7.01,124,31.7134,0.4288511,0
6621,1997-06-14,1995-09-07,42900,12,21,32,no card,0,Trutnov (east Bohemia),121947,70.5,8541,2.97,131,31.4809,0.41856925,0
6624,1994-09-30,1993-11-08,71460,12,10,49,no card,0,Brno - venkov (south Moravia),157042,33.9,8743,2.43,111,24.7959,0.68111632,0
6625,1997-09-07,1996-12-27,473280,60,8,30,no card,0,Brno - mesto (south Moravia),387570,100.0,9897,1.96,140,48.239,0.79700919,1
6632,1998-04-23,1996-08-30,144960,48,19,31,no card,0,Nymburk (central Bohemia),81344,55.3,8899,3.97,149,30.5739,0.33936397,0
6633,1998-02-05,1996-04-25,160656,24,21,27,no card,0,Praha - vychod (central Bohemia),92084,46.7,10124,0.54,141,46.8702,0.66120111,0
6641,1997-09-09,1997-03-23,128268,36,5,54,no card,0,Liberec (north Bohemia),159617,85.2,9198,4.28,131,38.417,0.38736682,0
6642,1994-06-05,1993-07-07,77640,12,10,26,no card,0,Chrudim (east Bohemia),105606,53.0,8254,3.76,97,22.0158,0.78386237,0
6643,1998-01-18,1996-08-17,35856,24,17,30,no card,0,Pardubice (east Bohemia),162580,72.8,9538,1.81,111,33.2759,0.15663661,0
6644,1996-10-20,1995-12-17,93600,24,10,24,no card,0,Nymburk (central Bohemia),81344,55.3,8899,3.97,149,30.5739,0.43825149,0
6645,1994-11-06,1993-10-10,140400,36,12,53,no card,0,Hl.m. Praha (Prague),1204953,100.0,12541,0.43,167,82.2497,0.31097999,0
6647,1994-06-01,1993-02-07,208320,48,15,26,no card,0,Hl.m. Praha (Prague),1204953,100.0,12541,0.43,167,82.2497,0.34606491,0
6650,1994-02-17,1993-09-03,49320,12,5,48,no card,0,Karlovy Vary (west Bohemia),122603,80.0,8991,2.01,128,43.0087,0.45712379,1
6655,1997-10-17,1996-04-08,260400,60,18,47,no card,0,Opava (north Moravia),182027,56.4,8746,3.74,90,24.3535,0.49622685,1
6659,1996-02-20,1995-01-11,56100,60,13,37,no card,0,Brno - mesto (south Moravia),387570,100.0,9897,1.96,140,48.239,0.09447307,0
6660,1997-05-09,1996-11-24,220428,36,5,34,no card,0,Bruntal (north Moravia),106054,63.1,8110,6.55,109,29.0324,0.75499383,0
6665,1997-08-15,1995-10-14,99300,60,22,24,no card,0,Kromeriz (south Moravia),108871,62.1,8444,3.47,106,21.1718,0.19599716,0
6667,1996-07-15,1994-10-13,155880,24,21,27,no card,0,Litomerice (north Bohemia),114006,62.3,9065,5.39,123,36.5419,0.716492,0
6668,1994-07-30,1993-06-26,74736,36,13,28,no card,0,Jicin (east Bohemia),77917,53.5,8390,2.89,132,27.2341,0.24743743,0
6675,1997-11-01,1996-06-16,238716,36,16,33,no card,0,Rychnov nad Kneznou (east Bohemia),78955,59.0,9060,2.44,124,21.7466,0.73189845,0
6676,1995-06-13,1995-02-08,29784,24,4,25,no card,0,Plzen - mesto (west Bohemia),170449,100.0,10787,3.09,131,36.7324,0.11504589,0
6677,1997-08-12,1995-11-28,97980,60,20,17,no card,0,Rokycany (west Bohemia),45714,55.6,8843,3.6,113,19.4251,0.18466584,0
6678,1994-05-20,1993-07-05,80340,12,10,18,no card,0,Praha - zapad (central Bohemia),75637,36.5,9622,0.59,154,46.6571,0.69580129,0
6682,1998-03-30,1996-12-07,36204,12,15,60,no card,0,Svitavy (east Bohemia),102609,52.0,8187,5.45,94,20.7974,0.36851105,1
6686,1994-08-25,1993-03-24,224604,36,17,18,no card,0,Tachov (west Bohemia),51313,59.2,8930,4.2,108,28.2969,0.69865622,0
6687,1993-09-13,1993-05-12,87840,24,4,13,no card,0,Rakovnik (central Bohemia),53921,41.3,8598,3.26,123,34.7731,0.42568039,0
6688,1997-09-26,1996-09-19,8616,24,12,21,no card,0,Kromeriz (south Moravia),108871,62.1,8444,3.47,106,21.1718,0.0425154,0
6694,1995-03-19,1994-06-04,134784,24,9,54,no card,0,Karvina (north Moravia),285387,89.9,10177,7.75,81,35.4186,0.55183256,0
6695,1997-06-04,1997-01-19,309660,60,4,38,no card,0,Trutnov (east Bohemia),121947,70.5,8541,2.97,131,31.4809,0.6042618,0
6696,1994-05-09,1993-04-12,89040,60,12,24,no card,0,Vsetin (north Moravia),148545,53.5,8909,5.56,113,24.1678,0.16657313,0
6698,1996-03-10,1995-08-08,247728,48,7,16,no card,0,Hl.m. Praha (Prague),1204953,100.0,12541,0.43,167,82.2497,0.41153018,0
6699,1994-03-30,1993-03-28,7656,24,12,31,no card,0,Rychnov nad Kneznou (east Bohemia),78955,59.0,9060,2.44,124,21.7466,0.03520971,0
6704,1995-06-01,1993-11-20,417060,60,18,33,no card,0,Rokycany (west Bohemia),45714,55.6,8843,3.6,113,19.4251,0.78604546,0
6705,1997-07-25,1996-09-17,333648,48,10,21,no card,0,Ceske Budejovice (south Bohemia),177686,74.8,10045,1.71,135,35.4277,0.69198606,1
6712,1995-10-14,1994-05-10,266220,60,17,30,no card,0,Strakonice (south Bohemia),70646,58.4,8547,3.64,120,21.8271,0.51912952,0
6715,1996-05-06,1994-12-02,220620,60,17,52,no card,0,Strakonice (south Bohemia),70646,58.4,8547,3.64,120,21.8271,0.43020943,0
6721,1994-01-21,1993-09-08,21072,24,4,29,no card,0,Kladno (central Bohemia),149893,67.4,9753,5.05,109,39.308,0.09002358,0
6725,1995-06-23,1993-09-18,265320,36,21,46,no card,0,Prachatice (south Bohemia),51428,52.7,8402,3.98,120,21.3697,0.8771721,0
6726,1995-09-03,1994-06-29,85860,60,14,39,no card,0,Benesov (central Bohemia),88884,46.7,8507,1.85,132,30.0842,0.16821441,0
6727,1997-12-10,1997-03-20,42840,12,8,60,no card,0,Karvina (north Moravia),285387,89.9,10177,7.75,81,35.4186,0.350791,0
6729,1994-08-11,1993-04-02,74688,12,16,49,no card,0,Cheb (west Bohemia),87419,85.5,8624,2.66,102,36.5824,0.72170686,0
6730,1998-02-15,1996-11-25,93036,12,14,17,no card,0,Brno - mesto (south Moravia),387570,100.0,9897,1.96,140,48.239,0.7833687,0
6732,1996-09-19,1995-10-10,174048,48,11,44,no card,0,Pardubice (east Bohemia),162580,72.8,9538,1.81,111,33.2759,0.38016356,0
6734,1996-05-30,1995-07-17,173016,36,10,51,no card,0,Ceske Budejovice (south Bohemia),177686,74.8,10045,1.71,135,35.4277,0.47844699,0
6736,1994-06-14,1994-02-27,288360,60,3,58,no card,0,Hl.m. Praha (Prague),1204953,100.0,12541,0.43,167,82.2497,0.38322303,0
6737,1995-03-11,1993-09-12,76680,24,17,46,no card,0,Frydek - Mistek (north Moravia),228848,57.2,9893,4.72,96,25.7245,0.32295563,0
6738,1994-09-29,1993-10-08,230220,36,11,51,no card,0,Ostrava - mesto (north Moravia),323870,100.0,10673,5.44,100,56.6493,0.59917549,1
6745,1995-04-10,1993-11-10,47304,24,17,23,no card,0,Zlin (south Moravia),197099,74.7,9624,2.31,145,21.6389,0.2048005,0
6746,1998-06-06,1997-08-22,185640,60,9,35,no card,0,Nachod (east Bohemia),112709,73.5,8369,2.31,117,23.228,0.36969769,0
6748,1998-12-08,1997-06-23,240900,60,17,49,no card,0,Prostejov (south Moravia),110643,51.9,8441,4.48,115,20.3538,0.47565454,0
6751,1996-07-14,1996-02-12,85716,36,5,58,no card,0,Pelhrimov (south Bohemia),74062,61.4,8114,2.62,119,15.9461,0.29344343,0
6753,1997-03-20,1996-11-22,67980,12,3,50,no card,0,Zdar nad Sazavou (south Moravia),125832,48.3,8512,4.12,102,16.7128,0.66553102,0
6755,1998-07-24,1997-05-18,170700,60,14,26,no card,0,Blansko (south Moravia),107911,50.9,8240,3.56,99,17.6349,0.34526699,0
6758,1997-07-29,1997-01-28,33144,12,6,17,no card,0,Karvina (north Moravia),285387,89.9,10177,7.75,81,35.4186,0.27139629,0
6763,1997-06-19,1996-05-16,88272,48,13,18,no card,0,Hl.m. Praha (Prague),1204953,100.0,12541,0.43,167,82.2497,0.14663902,0
6764,1995-08-26,1994-08-24,33984,48,12,23,no card,0,Zlin (south Moravia),197099,74.7,9624,2.31,145,21.6389,0.07356608,0
6766,1998-04-28,1996-10-16,74352,24,18,40,no card,0,Hl.m. Praha (Prague),1204953,100.0,12541,0.43,167,82.2497,0.24702974,0
6785,1995-12-25,1994-09-05,125340,60,15,51,no card,0,Hl.m. Praha (Prague),1204953,100.0,12541,0.43,167,82.2497,0.16657364,0
6790,1998-06-08,1997-07-03,76104,24,11,36,no card,0,Uherske Hradiste (south Moravia),145688,40.7,8544,1.86,109,19.9467,0.37113764,0
6791,1998-01-23,1997-03-21,566640,60,10,25,no card,0,Hl.m. Praha (Prague),1204953,100.0,12541,0.43,167,82.2497,0.75305,0
6793,1997-01-30,1996-01-01,186300,60,12,49,no card,0,Vyskov (south Moravia),86513,50.5,8288,4.52,110,16.8761,0.37463803,0
6805,1996-12-21,1996-05-21,45024,48,7,39,no card,0,Karvina (north Moravia),285387,89.9,10177,7.75,81,35.4186,0.09216862,0
6808,1994-10-12,1993-09-25,227880,36,12,38,no card,0,Zlin (south Moravia),197099,74.7,9624,2.31,145,21.6389,0.65773067,0
6810,1996-06-08,1994-09-02,186384,48,21,37,no card,0,Teplice (north Bohemia),128118,85.3,9317,7.07,97,53.6381,0.41676505,0
6816,1996-03-26,1995-11-22,100224,48,4,39,no card,0,Karvina (north Moravia),285387,89.9,10177,7.75,81,35.4186,0.20516852,1
6817,1996-10-04,1996-01-05,70656,48,8,44,no card,0,Hl.m. Praha (Prague),1204953,100.0,12541,0.43,167,82.2497,0.11737501,0
6818,1996-12-12,1995-01-21,155616,48,22,25,no card,0,Olomouc (north Moravia),226122,62.6,8994,4.79,110,40.7214,0.36046253,0
6819,1997-05-03,1997-01-15,50112,24,3,49,no card,0,Pardubice (east Bohemia),162580,72.8,9538,1.81,111,33.2759,0.21891382,0
6820,1993-12-16,1993-06-28,38148,12,5,28,no card,0,Hl.m. Praha (Prague),1204953,100.0,12541,0.43,167,82.2497,0.25348856,0
6821,1998-09-15,1996-10-22,321936,48,22,37,no card,0,Hl.m. Praha (Prague),1204953,100.0,12541,0.43,167,82.2497,0.53480584,0
6824,1997-02-26,1995-08-30,71976,24,17,31,no card,0,Hradec Kralove (east Bohemia),161854,76.3,9425,2.5,125,24.0402,0.31819629,1
6836,1994-08-03,1993-06-16,189300,60,13,40,no card,0,Pardubice (east Bohemia),162580,72.8,9538,1.81,111,33.2759,0.33078213,0
6841,1994-08-07,1994-01-21,172080,48,6,37,no card,0,Praha - vychod (central Bohemia),92084,46.7,10124,0.54,141,46.8702,0.35410905,0
6851,1997-06-03,1996-07-18,272220,60,10,50,no card,0,Plzen - mesto (west Bohemia),170449,100.0,10787,3.09,131,36.7324,0.42059887,1
6852,1998-11-10,1997-08-18,16032,48,14,32,no card,0,Ceska Lipa (north Bohemia),105058,81.0,9272,3.22,118,42.8811,0.03602243,0
6855,1998-03-01,1996-12-12,52236,36,14,59,no card,0,Nymburk (central Bohemia),81344,55.3,8899,3.97,149,30.5739,0.16305203,0
6856,1998-12-01,1997-09-14,163332,36,14,60,no card,0,Pisek (south Bohemia),70699,65.3,8968,3.35,131,27.0159,0.5059099,0
6857,1998-06-08,1996-08-02,69600,48,22,29,no card,0,Zlin (south Moravia),197099,74.7,9624,2.31,145,21.6389,0.150665,0
6859,1998-03-07,1997-04-02,272220,60,11,57,no card,0,Breclav (south Moravia),124605,46.0,8772,4.98,126,25.3441,0.51721386,0
6861,1998-02-28,1997-01-21,215040,60,13,37,no card,0,Plzen - sever (west Bohemia),72541,36.9,8594,2.01,112,21.0226,0.41703514,0
6863,1993-07-28,1993-02-08,127080,60,5,57,no card,0,Jicin (east Bohemia),77917,53.5,8390,2.89,132,27.2341,0.25244338,0
6865,1996-09-11,1996-05-15,29448,12,3,48,no card,0,Olomouc (north Moravia),226122,62.6,8994,4.79,110,40.7214,0.27284857,1
6866,1998-02-05,1996-10-28,122472,24,15,37,no card,0,Jesenik (north Moravia),42821,48.4,8173,7.01,124,31.7134,0.62437294,0
6868,1998-10-12,1997-05-24,82128,24,16,29,no card,0,Rokycany (west Bohemia),45714,55.6,8843,3.6,113,19.4251,0.38697275,0
6871,1997-04-13,1996-01-01,164256,48,15,24,no card,0,Praha - zapad (central Bohemia),75637,36.5,9622,0.59,154,46.6571,0.35564332,0
6872,1998-04-29,1997-11-04,191580,60,5,32,no card,0,Trutnov (east Bohemia),121947,70.5,8541,2.97,131,31.4809,0.37384381,0
6875,1997-03-13,1995-06-24,83280,48,20,55,no card,0,Litomerice (north Bohemia),114006,62.3,9065,5.39,123,36.5419,0.19139548,0
6876,1993-12-21,1993-08-18,86616,12,4,32,no card,0,Praha - zapad (central Bohemia),75637,36.5,9622,0.59,154,46.6571,0.75015589,0
6877,1997-06-19,1996-09-25,285240,60,8,45,no card,0,Ostrava - mesto (north Moravia),323870,100.0,10673,5.44,100,56.6493,0.44542303,0
6878,1997-01-24,1996-03-15,23184,12,10,17,no card,0,Hodonin (south Moravia),161954,48.0,8720,4.5,116,22.5434,0.22155963,0
6887,1997-05-08,1996-06-04,39576,12,11,32,no card,0,Frydek - Mistek (north Moravia),228848,57.2,9893,4.72,96,25.7245,0.33336703,0
6888,1994-07-11,1993-02-04,39576,12,17,14,no card,0,Hl.m. Praha (Prague),1204953,100.0,12541,0.43,167,82.2497,0.26297743,0
6895,1994-09-19,1993-01-24,41904,12,19,20,no card,0,Frydek - Mistek (north Moravia),228848,57.2,9893,4.72,96,25.7245,0.35297685,0
6903,1994-06-04,1993-09-13,52128,24,8,34,no card,0,Sokolov (west Bohemia),94812,81.8,9650,3.67,100,29.5743,0.22507772,0
6908,1997-06-08,1995-11-03,188616,24,19,58,no card,0,Kromeriz (south Moravia),108871,62.1,8444,3.47,106,21.1718,0.93072004,0
6913,1997-04-29,1995-09-17,99936,24,19,31,no card,0,Hl.m. Praha (Prague),1204953,100.0,12541,0.43,167,82.2497,0.33203094,0
6919,1994-08-05,1993-03-27,120888,36,16,50,no card,0,Hl.m. Praha (Prague),1204953,100.0,12541,0.43,167,82.2497,0.26776174,0
6921,1996-10-29,1996-03-06,86184,12,7,55,no card,0,Karvina (north Moravia),285387,89.9,10177,7.75,81,35.4186,0.70570895,0
6922,1997-08-26,1996-12-30,83628,36,7,19,no card,0,Brno - mesto (south Moravia),387570,100.0,9897,1.96,140,48.239,0.23471759,0
6923,1998-10-05,1997-08-14,44640,24,13,41,no card,0,Kromeriz (south Moravia),108871,62.1,8444,3.47,106,21.1718,0.22027475,0
6926,1998-02-07,1996-11-03,374760,60,15,46,no card,0,Opava (north Moravia),182027,56.4,8746,3.74,90,24.3535,0.71415504,0
6929,1995-05-08,1993-07-06,36396,12,22,23,no card,0,Hl.m. Praha (Prague),1204953,100.0,12541,0.43,167,82.2497,0.24184674,0
